feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,cat_city,target
-0.5569813250265703,-1.5361510724737995,-2.1606432710904784,-0.5766034202284112,1.3897641339463556,0.8880003544966952,-0.1340101790522028,-1.3452096708086025,Lahore,0
1.8161222488892483,-0.40846647227362154,1.108788428020296,1.406678907092885,-0.5035696189077175,0.12316016348196368,1.8745930043597365,-0.150614014629933,Islamabad,0
-3.7713551520275463,-0.22774389114941196,0.0834519239100755,1.4212177234599221,-1.2444864498888657,1.3817444500346447,-0.7583487487732643,0.4498272137265099,Karachi,0
-1.3623341506138387,-0.03569443366598579,-0.625038652044503,2.568234394101368,0.49888319476821275,-0.03871271559429544,-2.406644088219209,-0.34214865112723886,Lahore,1
1.6807894059331168,1.8103198183863456,1.3681921833602275,-1.2956423421126697,-0.5667051080550528,-1.5736569392119493,-0.24812646665288907,-0.5998213939170615,Islamabad,1
-0.4523721420852508,-0.7653349701153612,-0.852661371707673,-1.2193123338818372,0.15140739062477757,-1.3503577982042272,-1.5462813658549504,-0.2926854589752769,Karachi,1
3.3087152397534045,1.802148765971113,1.2021884045865574,-0.49858269529628474,0.04932816579484362,-1.4822566121025742,0.2057811917971315,0.7224469852209794,Karachi,1
1.8626615114681657,0.2637804047028425,1.507572222949951,0.9553485871315821,-0.8692869869886438,-1.2817145078218117,0.4491605334454494,-0.010867137034972144,Lahore,0
-0.7303110095249632,-0.8312269510736335,-0.08279502411022721,1.5419476641095584,-0.2805020534116174,2.835501310940898,2.637076847576192,-1.4028661572078547,Karachi,0
1.665085962271295,1.0091755583888673,-0.6115654017718712,-1.1676373919086172,-0.8356890050200362,1.3786149672393222,1.5743770954286536,1.0972201916064384,Lahore,1
4.493121549153288,-1.5171134252154,-1.2535837870522135,0.9824088981528653,-0.5139006266488432,3.4849838739672663,5.608411850136866,-1.198951397993876,Islamabad,0
0.8181767125645697,-0.41635467399906834,1.79474590047366,1.1227685838844652,1.087710426157866,-2.122883761476779,-0.34070317423765406,0.6916185751213884,Karachi,0
0.7877654040308582,-1.4392569566151072,0.9779855148453886,0.5878814622784991,-1.58242797402364,-3.4388162716927817,-1.7000183833919134,0.8168370114309812,Karachi,0
2.7087110112411503,-1.6134021365054776,-0.08017005334475691,1.1831213894987476,-1.397805478424297,-0.16066695044312662,1.7706796965507163,1.2025765052252275,Islamabad,0
2.3909263909229317,-0.0032546501893385704,0.609908242955205,1.4156563793324066,0.1869902097246643,-2.1536526402483487,-1.1441461558588224,-0.04427331984464883,Karachi,1
-0.06199863283775264,0.040681423762880975,1.2513307539275806,-0.40824096589034853,-1.2541609869956039,-0.9247760113262686,0.31846112579180486,-0.5550167015441094,Islamabad,1
1.7150812466456364,-2.0149144873104072,0.29593612067824815,2.0426890085021396,0.6844504776364279,-3.210728763738729,-1.8460963364045364,-0.4211988166129132,Islamabad,1
0.9067889663625877,-0.47767044704347583,1.3000995655897611,-0.15957188678162437,-0.22771961483575284,-1.1717341802595964,0.8489811232973898,0.7154930967694852,Islamabad,1
2.3273064712506377,-2.338178260934722,4.724045773761775,0.4054376842662164,0.8625434846151703,-7.637107532557582,-1.1707319742215603,-1.6949734385166126,Lahore,1
2.402183601336023,-1.1896522500461582,-0.016524755455878504,0.011026300691781676,-0.03658997434293117,-0.209603287931916,1.8127128158792618,0.6596499980823705,Lahore,0
-2.5714853132205833,-2.074258685643237,-4.661167604779565,-0.39928914387252745,-0.1570248284447078,1.2129279074311525,-2.99065290857388,-1.2101609434141578,Karachi,0
2.8188546789237803,-0.7480705946280972,3.531633763176552,0.24795224527784754,-2.83303029014274,-5.282675519850685,-0.513231488047063,1.359189494164025,Lahore,1
-0.8827420868177072,-0.4428206899349987,-2.1279639378229303,1.356426532760612,2.0578111770977623,2.93293854856071,0.44796196430413315,-1.4384111667945592,Islamabad,0
-0.6396834337486793,-1.297987363548866,-1.3943314299015963,-0.5581188792704792,1.4751123643098556,-0.7957926642416985,-1.46640503735006,-0.1934276285812056,Islamabad,0
2.5453227885748637,1.0677505654585613,1.7654009350511073,-1.1403689531426242,0.45096263477647686,-1.711530090415659,0.889596757026264,1.0067300712270648,Karachi,1
1.1781238410530122,0.7908798796771749,1.1251003879276742,-0.614277771101948,-0.44565030302999453,-0.07396748286065866,1.3470199513234653,2.0538186900865956,Karachi,1
3.1141189822390998,1.5194626540932052,1.791644686832973,2.239282413679337,-0.34406395670422657,1.6264188471656165,3.2135345965937114,-0.37453415075025087,Lahore,0
